index,Name,Smiles,Details,Reference,Year,log10_H2O,diamine_name,diamine_smiles,acyl_chloride_name,acyl_chloride_smiles,,confidence,verification_source
541,sPA-1800-5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Polyethyleneimine""]",10.1016/j.memsci.2017.04.008,2017,2.9,Polyethyleneimine,*NCCNCCNCCN*,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
542,sPA-1800-9,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Polyethyleneimine""]",10.1016/j.memsci.2017.04.008,2017,2.87,Polyethyleneimine,*NCCNCCNCCN*,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
543,sPA-1800-13,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Polyethyleneimine""]",10.1016/j.memsci.2017.04.008,2017,3.53,Polyethyleneimine,*NCCNCCNCCN*,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
544,pristine,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.02.027,2019,1.83,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
545,IPA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.02.027,2019,2.18,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
546,EtOH,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.02.027,2019,2.92,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
547,DMF,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.02.027,2019,17.83,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
548,BA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.02.027,2019,4.61,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
549,TFC-control,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acs.est.8b05690,2019,1.7,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
550,TFC-Ca2+(0.2),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acs.est.8b05690,2019,1.72,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
551,TFC-Ca2+(0.5),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acs.est.8b05690,2019,1.93,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
552,TFC-Ca2+(1),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acs.est.8b05690,2019,2.44,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
553,TFC-Ca2+(2),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acs.est.8b05690,2019,1.97,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
554,TFC,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acs.est.9b00473,2019,0.89,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
555,TFC-Ag1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.est.9b00473,2019,1.19,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
556,TFC-Ag5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.est.9b00473,2019,1.29,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
557,TFC-Ag20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.est.9b00473,2019,2.39,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
558,TFC-Ag100,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.est.9b00473,2019,0.85,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
564,PBM,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2018.03.052,2018,4.76,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
565,SW30,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2018.03.052,2018,1.93,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
566,BW30,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2018.03.052,2018,2.11,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
567,Control PBM,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2018.03.052,2018,2.02,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
568,TFC-M1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2014.11.013,2015,3.78,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
569,TFC-M2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2014.11.013,2015,2.62,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
570,TFC-M3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2014.11.013,2015,2.96,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
571,TFC-M4,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2014.11.013,2015,4.33,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
572,TFC-M5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2014.11.013,2015,1.36,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
573,TFC-V,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2014.11.013,2015,3.97,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
589,Example 7,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.68,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
590,Example 8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.71,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
591,Comparative Example 1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.38,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
592,Example 5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.64,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
593,Example 10,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,3.49,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
594,Comparative Example 3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.54,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
595,Example 14,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.36,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
596,Example 15,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.41,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
597,Example 16,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.43,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
598,Example 17,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,1.79,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
599,Example 18,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,3.44,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
600,Example 19,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,3.35,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
601,Example 20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,4.34,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
602,Example 21,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,3.47,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
603,Example 22,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,2.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
604,Example 23,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,1.59,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
605,Example 24,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,10.03,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
606,Example 25,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4761234,1988,1.31,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Toray/Uemura patent - aromatic polyamide TFC
607,TFC-SH,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2015.09.060,2016,2.3,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
608,TFC-AgNP,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2015.09.060,2016,2.15,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
609,TFC,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2015.09.060,2016,2.23,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
610,Example 2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,1.33,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
611,Example 3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,1.94,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
612,Example 4,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,2.83,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
613,Example 5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,11.44,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
614,Example 6,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,2.87,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
615,Example 7,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,1.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
616,Example 8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,1.18,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
617,Example 9,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,2.31,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
618,Example 10,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,5.95,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
619,Example 11,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,1.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
620,Example 12,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,3.03,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
621,Example 13,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,2.37,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
622,Example 14,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,3.43,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
623,Example 15,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,6.25,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
624,Example 16,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",U.S. Patent No. 4277344,1981,1.2,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,Cadotte/FilmTec patent - explicitly states phenylenediamine + trimesoyl chloride
625,0% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,1.58,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
626,0.5% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.4,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
627,0.75% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.59,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
631,1% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.79,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
632,1.25% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.7,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
633,1.5% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.7,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
634,2% o-ABA-TEA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.41,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
635,0% IPA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.78,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
636,25% IPA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,2.97,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
637,40% IPA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,3.26,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
638,50% IPA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,3.58,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
639,30s AA Drying Time,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,3.31,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
640,45s AA Drying Time,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2013.12.066,2014,3.25,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,PA membrane study
